nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,titleCount
nm0005476,Hilary Swank,1974,\N,"actress,producer,soundtrack","tt0405159,tt0431308,tt0171804,tt2398231",4
nm0005478,Larenz Tate,1975,\N,"actor,producer,director","tt0375679,tt0350258,tt0107554,tt0119572",4
nm0005485,Tiffani Thiessen,1974,\N,"actress,producer,soundtrack","tt6916746,tt13540190,tt1358522,tt11032396",4
nm0005488,Scott 'Carrot Top' Thompson,1965,\N,"actor,writer,producer","tt5985454,tt0129868,tt0118836,tt0284674",4
nm0005489,Courtney Thorne-Smith,1967,\N,"actress,soundtrack,producer","tt0094072,tt0103491,tt0285351,tt0118254",4
nm0005490,Alexis Thorpe,1980,\N,actress,"tt0417056,tt0058796,tt0756683,tt0328828",4
nm0005491,Maura Tierney,1965,\N,"actress,producer,soundtrack","tt0278504,tt1226837,tt0108757,tt0119528",4
nm0005493,Justin Timberlake,1981,\N,"soundtrack,actor,composer","tt1285016,tt1679335,tt2042568,tt1637688",4
nm0005495,David Tom,1978,\N,"actor,miscellaneous","tt0120789,tt0069658,tt0108265,tt0105466",4
nm0005496,Heather Tom,1975,\N,"actress,director,producer","tt0069658,tt0805669,tt0062595,tt0092325",4
nm0005497,Nicholle Tom,1978,\N,"actress,producer,soundtrack","tt0106375,tt0106080,tt0247638,tt0103786",4
nm0005502,Michelle Trachtenberg,1985,\N,"actress,producer,soundtrack","tt0141369,tt0974661,tt0118276,tt0370986",4
nm0005503,Susan Traylor,\N,\N,"actress,producer,writer","tt0105265,tt0113277,tt0103855,tt1234654",4
nm0005505,Travis Tritt,1963,\N,"soundtrack,actor","tt0118747,tt0104438,tt0109493,tt0104952",4
nm0005508,Janine Turner,1962,\N,"actress,producer,soundtrack","tt0106582,tt0098878,tt0758745,tt0098384",4
nm0005510,Shania Twain,1965,\N,"soundtrack,actress,composer","tt0275022,tt0117998,tt0125439,tt0356721",4
nm0005511,Tracy Tweed,1965,\N,actress,"tt0104999,tt0113481,tt0103006,tt0104743",4
nm0005512,Mike Tyson,1966,\N,"actor,producer,writer","tt2888046,tt1119646,tt1411697,tt0479143",4
nm0005513,Alanna Ubach,1975,\N,"actress,soundtrack,producer","tt2380307,tt0348333,tt0116361,tt0250494",4
nm0005515,Lars Ulrich,1963,\N,"soundtrack,actor,composer","tt3385516,tt1226229,tt1156398,tt1488606",4
nm0005516,Blair Underwood,1964,\N,"actor,producer,director","tt0120647,tt0160797,tt0113501,tt0119177",4
nm0005517,Gabrielle Union,1972,\N,"actress,producer,soundtrack","tt0204946,tt0172156,tt0301181,tt0147800",4
nm0005519,Wilmer Valderrama,1980,\N,"actor,producer,soundtrack","tt0320244,tt0364845,tt1583420,tt0165598",4
nm0005520,Amber Valletta,1974,\N,"actress,producer","tt1273678,tt1034032,tt0388482,tt0386588",4
nm0005525,Mark Vanderloo,1968,\N,"actor,miscellaneous","tt1839558,tt1073668,tt0120533,tt1540125",4
nm0005527,Sofía Vergara,1972,\N,"actress,producer,soundtrack","tt1442437,tt2967224,tt2883512,tt0472181",4
nm0005528,Scott Vickaryous,1975,\N,actor,"tt0212662,tt0202402,tt0124934,tt0337114",4
nm0005529,Lisa Vidal,1965,\N,"actress,producer","tt0113819,tt0796366,tt2345481,tt1582459",4
nm0005530,Katie Wagner,1964,\N,"actress,miscellaneous","tt8179388,tt10919380,tt0141303,tt0155425",4
nm0005531,Donnie Wahlberg,1969,\N,"actor,producer,soundtrack","tt0432348,tt0117438,tt0167404,tt0285531",4
nm0005532,Kate Walsh,1967,\N,"actress,producer,soundtrack","tt1038686,tt0367479,tt1659337,tt0413573",4
nm0005533,Maitland Ward,1977,\N,"actress,writer,producer","tt0381707,tt0092325,tt0105958,tt11309414",4
nm0005535,Estella Warren,1978,\N,actress,"tt0257568,tt0132245,tt0133152,tt1410295",4
nm0005538,Barry Watson,1974,\N,"actor,miscellaneous,director","tt0133046,tt0115083,tt0279781,tt0357507",4
nm0005541,Marlon Wayans,1972,\N,"actor,writer,producer","tt0116126,tt0430304,tt0381707,tt1046173",4
nm0005542,Veronica Webb,1965,\N,actress,"tt0120577,tt0104797,tt0102175,tt0196229",4
nm0005543,Victor Webster,1973,\N,actor,"tt0305669,tt0986263,tt3086386,tt6143796",4
nm0005547,Alexandra Wentworth,1965,\N,"actress,writer,producer","tt1230414,tt0116695,tt5507340,tt0151804",4
nm0005548,Joel West,1975,\N,"actor,producer,writer","tt0058796,tt0313043,tt0813715,tt1618390",4
nm0005550,Bryan White,1974,\N,"soundtrack,actor","tt0120800,tt0086995,tt0092325,tt0120366",4
nm0005554,James Wilder,1968,\N,"actor,writer,producer","tt1907688,tt0108862,tt0103491,tt0094383",4
nm0005555,Anna Wilding,\N,\N,"producer,actress,writer","tt1627932,tt0098911,tt0449570,tt1961313",4
nm0005556,Jason Wiles,1970,\N,"actor,producer,director","tt0113537,tt0197182,tt0443706,tt8323778",4
nm0005558,Harland Williams,1962,\N,"actor,writer,producer","tt0424993,tt0358082,tt0120693,tt1667082",4
nm0005559,Kelli Williams,1970,\N,"actress,director,producer","tt0118437,tt2262532,tt4671682,tt1235099",4
nm0005560,Robbie Williams,1974,\N,"soundtrack,actor,composer","tt0274166,tt0120735,tt0183790,tt1509767",4
nm0005561,Luke Wilson,1971,\N,"actor,director,writer","tt0452702,tt0265666,tt0302886,tt0115734",4
nm0005562,Owen Wilson,1968,\N,"actor,producer,writer","tt0335438,tt0265666,tt0396269,tt0115734",4
nm0005568,Russell Wong,1963,\N,"actor,producer,writer","tt0165929,tt0859163,tt0102526,tt0378918",4
nm0005571,Lisa Zane,1961,\N,"actress,soundtrack,writer","tt1372686,tt0117217,tt0099091,tt0101917",4
nm0005574,Dweezil Zappa,1969,\N,"actor,music_department,soundtrack","tt0096928,tt0108755,tt0093894,tt0250494",4
nm0005575,Ian Ziering,1964,\N,"actor,producer,soundtrack","tt0098749,tt2724064,tt4831420,tt3899796",4
nm0005576,Drea de Matteo,1972,\N,"actress,writer,producer","tt0244244,tt0398712,tt2402101,tt0141842",4
nm0005577,Portia de Rossi,1973,\N,"actress,soundtrack","tt0257516,tt0367279,tt0120082,tt0145531",4
nm0005578,Rappin' 4-Tay,1968,\N,"soundtrack,actor,composer","tt0112792,tt0115783,tt1635659,tt7152610",4
nm0005579,Christy Carlson Romano,1984,\N,"actress,soundtrack,producer","tt7979492,tt0206511,tt3455826,tt0278866",4
nm0005582,Tammy Lynn Michaels,1974,\N,actress,"tt0202748,tt0330251,tt0305472,tt0337953",4
nm0005583,Serena Scott Thomas,1961,\N,actress,"tt0143145,tt0115296,tt0340163,tt1791528",4
nm0005587,Sean Everett,1962,\N,"art_department,actor,art_director","tt0139239,tt0166896,tt0097474,tt0166924",4
nm0005588,Rob LaBelle,\N,\N,"actor,producer,director","tt0103348,tt2443340,tt1740299,tt0409459",4
nm0005589,Elliot Easton,\N,\N,actor,"tt0116130,tt0094466,tt0312627,tt0086759",4
nm0005599,Jérémie Elkaïm,1978,\N,"actor,writer,soundtrack","tt1931470,tt2059244,tt0242795,tt4428800",4
nm0005603,Kim Huffman,\N,\N,actress,"tt1239185,tt1714828,tt0115397,tt0193545",4
nm0005608,Robert Sidney Mellette,1962,\N,"miscellaneous,producer,actor","tt0318155,tt0300532,tt0230350,tt0144528",4
nm0005611,Edward Schofield,1966,\N,"animation_department,actor,art_department","tt0190420,tt0213117,tt3692056,tt1199781",4
nm0005613,Gregor Törzs,1970,\N,"actor,cinematographer,camera_department","tt0371704,tt0350401,tt0968897,tt0345636",4
nm0005624,Carlos Salcés,1972,\N,"editor,director,actor","tt0470719,tt0109265,tt0154450,tt0365967",4
nm0005653,Giovanni Bergamini,\N,\N,"camera_department,cinematographer,actor","tt0060315,tt0076877,tt0094931,tt0087303",4
nm0005754,Avraham Karpick,\N,\N,"cinematographer,camera_department,actor","tt0116987,tt0113719,tt0089421,tt2568204",4
nm0005825,Edward J. Pei,\N,\N,"cinematographer,camera_department,actor","tt0108941,tt0411008,tt0112041,tt1462059",4
nm0005919,Mario Vulpiani,\N,\N,"cinematographer,actor","tt0081693,tt0076411,tt0129794,tt0169353",4
nm0005998,K. Chakravarthy,\N,2002,"composer,actor,music_department","tt0245830,tt0257362,tt0246313,tt0246144",4
nm0006199,Fons Merkies,1966,\N,"composer,music_department,actor","tt1870949,tt0321513,tt1540761,tt0239020",4
nm0006317,Tangerine Dream,1976,\N,actress,"tt0293981,tt0468031,tt1629725,tt0412556",4
nm0006351,Julie Caitlin Brown,1961,\N,"actress,talent_agent,producer","tt0106145,tt1754744,tt0092455,tt0105946",4
nm0006354,Steve Lee,1965,\N,"sound_department,actor,music_department","tt0314353,tt0328880,tt0424095,tt0120458",4
nm0006360,Jessica Cunningham,1986,\N,"miscellaneous,actress,producer","tt0120694,tt0107254,tt0139414,tt0329101",4
nm0006374,Donna Barnes,\N,\N,actress,"tt0112895,tt0119456,tt0128886,tt0114306",4
nm0006379,Axel Melzener,1975,\N,"writer,composer,actor","tt0388679,tt0115088,tt11533852,tt5293310",4
nm0006392,Pierre-Alexis Hollenbeck,1979,\N,actor,"tt0113828,tt0103442,tt9006468,tt0104192",4
nm0006396,Ian Brown,\N,\N,"writer,producer,actor","tt0927170,tt0295801,tt15375104,tt0257315",4
nm0006398,Katherine Lee,\N,\N,"actress,miscellaneous","tt0164754,tt1858776,tt0246253,tt3384180",4
nm0006406,Richard Halpern,1962,\N,"actor,writer","tt2400736,tt2391089,tt3413080,tt0395669",4
nm0006419,Claudette Mink,1971,\N,actress,"tt0489664,tt0476995,tt0375173,tt0338337",4
nm0006430,Girija Shettar,\N,\N,actress,"tt0097437,tt0348258,tt0104561,tt0255668",4
nm0006433,Karisma Kapoor,1974,\N,"actress,music_department","tt0255713,tt0117437,tt0248012,tt0118983",4
nm0006437,Justin Rice,\N,\N,"soundtrack,miscellaneous,actor","tt0254527,tt1308094,tt0981227,tt1045655",4
nm0006439,Erin Daniels,1972,\N,"actress,director,writer","tt2132285,tt0330251,tt1315981,tt0251736",4
nm0006446,Colleen Werthmann,1970,\N,"writer,actress","tt1850457,tt0116121,tt0944835,tt2089826",4
nm0006453,Robert A. Pandini,1961,\N,"make_up_department,miscellaneous,actor","tt5610554,tt4991632,tt2543472,tt1663202",4
nm0006463,Jason Kravits,1967,\N,actor,"tt1126618,tt0118437,tt0230838,tt0327162",4
nm0006473,Daniella Evangelista,1982,\N,"actress,casting_director,producer","tt0272379,tt0268579,tt3413236,tt2529866",4
nm0006477,Paul McGuigan,1971,\N,actor,"tt5685696,tt4651570,tt8736324,tt7085562",4
nm0006479,Adrian Knight,\N,\N,"location_management,actor,miscellaneous","tt0300556,tt0454876,tt0373051,tt0185183",4
nm0006480,Madison Clark,\N,\N,actress,"tt0162945,tt0119302,tt0116367,tt0114436",4
nm0006481,Pat Kirkwood,\N,\N,"camera_department,actor,art_director","tt0056693,tt0097576,tt0087231,tt0087469",4
nm0006488,Brian Palermo,\N,\N,"actor,writer,miscellaneous","tt0103569,tt1285016,tt3596174,tt2326087",4
nm0006496,Chrissy Offutt,\N,\N,"miscellaneous,actress,assistant_director","tt0477029,tt0825339,tt0175526,tt0252501",4
nm0006499,Richard Liss,\N,\N,actor,"tt0108330,tt0123816,tt0116405,tt0098779",4
nm0006506,Steve Adcock,1961,\N,"camera_department,cinematographer,actor","tt0099810,tt1386697,tt0115759,tt0114508",4
nm0006508,Tony Kenny,\N,\N,"special_effects,actor,music_department","tt0120338,tt7949218,tt1921064,tt0120903",4
nm0006509,Rodrigo Prieto,1965,\N,"cinematographer,actor,director","tt0449467,tt1024648,tt0388795,tt0993846",4
nm0006511,David LeReaney,\N,\N,"actor,miscellaneous","tt0250687,tt1268970,tt2089664,tt4878326",4
nm0006517,Thalia Harithas,\N,\N,"miscellaneous,editorial_department,actress","tt1024715,tt0808279,tt0343737,tt0100436",4
nm0006519,Greg Mielcarz,\N,\N,"miscellaneous,actor,producer","tt0163676,tt0220064,tt10304528,tt0815244",4
nm0006521,Corri Jones,\N,\N,"script_department,actress,casting_director","tt0126973,tt0109637,tt5540622,tt0098156",4
nm0006532,Stuart Weiss,\N,\N,actor,"tt0109965,tt0067716,tt0112816,tt0118487",4
nm0006534,Phil Hay,\N,\N,"writer,producer,actor","tt0250224,tt7137380,tt2400463,tt11875316",4
nm0006539,Shawne Fielding,1969,\N,actress,"tt1754126,tt11289894,tt0205271,tt0116661",4
nm0006541,Matt Hinkley,\N,\N,"assistant_director,actor,cinematographer","tt0100054,tt0095363,tt0327375,tt0115683",4
nm0006547,Sean Milliken,\N,\N,"casting_director,casting_department,actor","tt1479398,tt0328868,tt1465522,tt0270846",4
nm0006548,Ben Jensen,1973,\N,"stunts,miscellaneous,actor","tt1524930,tt7401588,tt5057054,tt0120903",4
nm0006555,Rodrigo García,\N,\N,actor,"tt0198093,tt0231040,tt0367193,tt0122335",4
nm0006558,David Fuhrer,\N,\N,"actor,producer,director","tt0097411,tt0910898,tt0292997,tt2996924",4
nm0006559,Norman Parker,\N,\N,actor,"tt0087555,tt0099165,tt0083413,tt0082945",4
nm0006562,Asia Carrera,1973,\N,"actress,director,writer","tt0160005,tt0234681,tt0131699,tt0190811",4
nm0006567,Fortunato Frattasio,1964,\N,"visual_effects,actor","tt1392170,tt0120591,tt0145487,tt1098327",4
nm0006574,Ed Vassallo,1972,2014,"actor,producer,writer","tt0141842,tt2975776,tt0407304,tt3228070",4
nm0006575,Steven Schub,1967,\N,"actor,miscellaneous","tt0285331,tt0115847,tt1511476,tt1786751",4
nm0006579,Heather Lauren Olson,1982,\N,actress,"tt0092455,tt0096684,tt0058796,tt0099850",4
nm0006588,Oliver Schündler,1966,\N,"producer,actor,miscellaneous","tt9767164,tt5907748,tt0118503,tt1708135",4
nm0006596,Shelley Malil,1964,\N,"actor,soundtrack,miscellaneous","tt0233469,tt0372183,tt0405422,tt0311289",4
nm0006603,Anthony Lucero,1967,\N,"actor,director,producer","tt1618431,tt3106730,tt0119581,tt0100436",4
nm0006604,Ruben Pla,\N,\N,"actor,director,producer","tt1591095,tt9525214,tt4181404,tt3811906",4
nm0006606,Timothy Mehlenbacher,\N,\N,"sound_department,actor","tt0161942,tt0192669,tt0207631,tt0246894",4
nm0006610,Donal Logue,1966,\N,"actor,soundtrack,producer","tt0120611,tt0425123,tt0234853,tt0443706",4
nm0006613,Don Murphy,1966,\N,"producer,actor,director","tt1025100,tt0120681,tt0118636,tt0110632",4
nm0006617,Soraya Sala,1972,\N,actress,"tt0355029,tt0265188,tt0120883,tt0338476",4
nm0006618,Torben Liebrecht,1977,\N,"actor,assistant_director,director","tt2261227,tt5208252,tt5013980,tt4338336",4
nm0006619,Mark Dillen Stitham,\N,\N,actor,"tt0411008,tt0103518,tt1600194,tt0094574",4
nm0006629,Christian Daugherty,1963,\N,"camera_department,actor,miscellaneous","tt0096018,tt0409182,tt0242653,tt0387199",4
nm0006630,Kelly Deco,\N,\N,"art_department,actress,location_management","tt5308322,tt0089941,tt0098084,tt4913966",4
nm0006638,Laura Palmer,1969,\N,"actress,stunts,miscellaneous","tt0208676,tt0192790,tt0139531,tt0124901",4
nm0006651,Steve Morphew,\N,\N,"miscellaneous,actor,assistant_director","tt7846844,tt5884052,tt2802144,tt0416320",4
nm0006659,Khalid Mohamed,\N,\N,"writer,director,actor","tt0438981,tt0348172,tt2040408,tt0248012",4
nm0006662,Jim Killeen,\N,\N,"actor,producer,writer","tt0185382,tt1176730,tt0115322,tt0098913",4
nm0006663,Enrique Murciano,1973,\N,"actor,producer","tt0321021,tt0120179,tt0265086,tt0385307",4
nm0006670,Paul F. Tompkins,1968,\N,"actor,writer,producer","tt0469494,tt0365830,tt3398228,tt0398286",4
nm0006673,David U. Hodges,1961,\N,actor,"tt0112462,tt0106977,tt0109303,tt0105690",4
nm0006674,Amy Loftus,\N,\N,"actress,music_department","tt0195997,tt0115396,tt0058796,tt1598828",4
nm0006676,Aditya Chandora,1969,2002,"director,producer,actor","tt0165899,tt0982934,tt0217554,tt0251193",4
nm0006678,Amber Phillips,\N,\N,"actress,writer","tt0207604,tt0190540,tt0163651,tt0274205",4
nm0006683,Vince Jolivette,1971,\N,"producer,actor,writer","tt2101441,tt2479800,tt3521126,tt5439812",4
nm0006684,Chip Joslin,1967,\N,"actor,producer,writer","tt0368479,tt0452046,tt3569570,tt0247082",4
nm0006689,Preity Zinta,1975,\N,"actress,writer,producer","tt0292490,tt0420332,tt0164538,tt0347304",4
nm0006692,Rachael Crawford,1969,\N,actress,"tt0114305,tt5918982,tt0114916,tt0115397",4
nm0006694,Christian Grosselfinger,\N,\N,"camera_department,actor,cinematographer","tt0271210,tt1763303,tt10161886,tt0145487",4
nm0006704,Michael F. Hoover,\N,\N,"visual_effects,actor,special_effects","tt0316654,tt0114194,tt0086837,tt0094761",4
nm0006710,Vik Sahay,\N,\N,"actor,soundtrack","tt6128254,tt0907674,tt0934814,tt6885114",4
nm0006711,Chris Trillo,\N,\N,"camera_department,actor","tt0110475,tt0317919,tt0406816,tt0145487",4
nm0006712,Crispian Belfrage,1971,\N,"actor,producer,stunts","tt4520364,tt0123215,tt1219024,tt3090110",4
nm0006713,Rachael Harris,1968,\N,"actress,camera_department,producer","tt1119646,tt1632701,tt4052886,tt1196141",4
nm0006714,Rachel Lee Harris,\N,\N,actress,"tt0146214,tt0127198,tt0127773,tt0124723",4
nm0006716,Seth Walther,\N,\N,"writer,script_department,actor","tt3717532,tt1704503,tt4962796,tt2236126",4
nm0006719,Cat Stone,1972,\N,"miscellaneous,actress,producer","tt1045658,tt2562232,tt4651520,tt3076658",4
nm0006720,Monique Edwards,\N,\N,"actress,producer,miscellaneous","tt4925292,tt1285016,tt0108778,tt0106079",4
nm0006721,Susan May Pratt,1974,\N,"actress,soundtrack","tt0164114,tt0147800,tt4178092,tt0470055",4
nm0006733,Catalaine Knell,\N,\N,"producer,miscellaneous,actress","tt0092099,tt0091209,tt3726258,tt0092644",4
nm0006738,Lea Bohm,\N,\N,"actress,art_director","tt0116383,tt0387247,tt0096476,tt0091348",4
nm0006740,Uwe Bohm,1962,\N,"actor,transportation_department","tt2338846,tt0099767,tt0096476,tt0085660",4
nm0006749,Andreas Herzog,\N,\N,"editor,director,actor","tt2359935,tt10598848,tt3351154,tt0806910",4
nm0006757,Thomas Oláh,1966,\N,"costume_designer,actor,costume_department","tt1772264,tt2101473,tt0800241,tt0120802",4
nm0006764,Sonali Kulkarni,1974,\N,actress,"tt0116002,tt0292490,tt11045422,tt0248185",4
nm0006766,Deepak Verma,1969,\N,"actor,director,writer","tt3430596,tt3794034,tt1808319,tt2249786",4
nm0006770,Narayana P.L.,\N,\N,actor,"tt0245830,tt0491772,tt0248051,tt0245917",4
nm0006779,Miss Bunny,1979,\N,actress,"tt0253114,tt10004564,tt14686888,tt2040298",4
nm0006786,James Quattrochi,1961,\N,"actor,producer,transportation_department","tt0870154,tt0139669,tt0099685,tt1225698",4
nm0006789,Lauren Bailey,\N,\N,actress,"tt0236342,tt0240509,tt0339176,tt0234951",4
nm0006795,Salman Khan,1965,\N,"actor,producer,soundtrack","tt2372222,tt2016894,tt4832640,tt3863552",4
nm0006801,Antoine Monot Jr.,1975,\N,"actor,director,producer","tt0081860,tt0806910,tt3042408,tt0250258",4
nm0006802,Toy Newkirk,1969,\N,"producer,director,actress","tt0095742,tt0101069,tt1799151,tt0446621",4
nm0006810,Judith Benezra,1976,\N,"producer,actress,director","tt0454084,tt0413099,tt0327643,tt0244471",4
nm0006812,Tina Fiorda,\N,\N,"costume_designer,actress,costume_department","tt0242746,tt0145056,tt0306047,tt0270846",4
nm0006816,Suzanne Krull,1966,2013,"actress,writer,producer","tt0139239,tt1075417,tt0170016,tt0411008",4
nm0006817,Craig Kvinsland,\N,\N,"camera_department,actor,visual_effects","tt0175880,tt0311429,tt0187078,tt0289765",4
nm0006819,Annalouise Paul,\N,\N,"actress,miscellaneous","tt0251370,tt0058796,tt0110097,tt1935065",4
nm0006820,Aleks Paunovic,1969,\N,"actor,producer,stunts","tt3450958,tt1596350,tt4278760,tt4470266",4
nm0006824,Parker Swanson,1966,\N,"art_department,actor,camera_department","tt0325710,tt2101383,tt0117979,tt0120586",4
nm0006826,Stacey Travis,1966,\N,actress,"tt1282140,tt0132347,tt0162346,tt0138524",4
nm0006835,John F. Sullivan,\N,\N,"actor,writer,producer","tt0114472,tt2450592,tt4694988,tt0491837",4
nm0006849,Joanna Fuller,1977,\N,"miscellaneous,actress","tt0112178,tt0253754,tt0882751,tt0244365",4
nm0006850,Shayna Lee,1975,\N,actress,"tt0113094,tt0108763,tt0316394,tt0370194",4
nm0006874,Julie Davis,1969,\N,"director,actress,writer","tt2187137,tt0280424,tt0130019,tt1185242",4
nm0006878,Michael B. Silver,1967,\N,"actor,director,writer","tt0250494,tt0106079,tt4124758,tt1319735",4
nm0006887,R. Emmett Fitzsimmons,\N,\N,"actor,director,producer","tt0086759,tt3276922,tt1027718,tt3091396",4
nm0006902,Richard D'Ovidio,\N,\N,"writer,producer,actor","tt1911644,tt5592230,tt2376218,tt0245674",4
nm0006909,Elizabeth Dixon,1976,\N,"miscellaneous,actress,location_management","tt0255798,tt0257756,tt0335121,tt0364343",4
nm0006914,Dawn Bennett,\N,\N,actress,"tt0173928,tt0138102,tt0228792,tt0145136",4
nm0006920,Jim van Dijk,1963,\N,"camera_department,actor,producer","tt0120667,tt0343818,tt0376994,tt0313911",4
nm0006928,Ken Weiss,\N,\N,"music_department,producer,actor","tt0206184,tt0120095,tt0314676,tt0338325",4
nm0006931,J.R. Bookwalter,1966,\N,"producer,editor,actor","tt0100503,tt0107764,tt0104463,tt0127136",4
nm0006946,Sam Aaron,\N,\N,actor,"tt0124879,tt0104040,tt0090391,tt0118648",4
nm0006952,Alexia Landeau,1975,\N,"actress,writer","tt1602472,tt0841044,tt0176783,tt0200027",4
nm0006956,Jesse Vint,\N,\N,"actor,writer,director","tt0067756,tt0075763,tt0071315,tt0065988",4
nm0006958,Jonathan Tucker,1982,\N,"actor,soundtrack","tt0963794,tt0117665,tt0340163,tt0159097",4
nm0006962,Eros Ramazzotti,1963,\N,"soundtrack,composer,actor","tt0105097,tt0122385,tt0110737,tt0102748",4
nm0006969,Elizabeth Banks,1974,\N,"actress,producer,director","tt1392170,tt1951265,tt1951264,tt0903657",4
nm0006974,Etienne Braun,\N,\N,"camera_department,actor","tt0415160,tt0379889,tt0280609,tt0131646",4
nm0006975,Zane Buzby,\N,\N,"director,actress,writer","tt0078446,tt0078766,tt0088258,tt0103535",4
nm0006976,Marc Cass,\N,\N,"stunts,actor,assistant_director","tt1298644,tt0241527,tt9814116,tt1830379",4
nm0006979,Jordan Deitcher,\N,\N,"director,actor,writer","tt0081269,tt0076222,tt0165933,tt0165877",4
nm0006983,Scott Farrell,\N,\N,actor,"tt0187838,tt0434695,tt0243116,tt0386342",4
nm0006984,Ben Feitelson,\N,\N,"actor,producer,writer","tt3212846,tt0365686,tt0416411,tt0078346",4
nm0006987,Jsu Garcia,1963,\N,"actor,producer,director","tt0277434,tt0233469,tt0480239,tt0087800",4
