nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,titleCount
nm0002142,Sandrine Holt,1972,\N,actress,"tt3230780,tt1796960,tt1856010,tt4158110",4
nm0002151,Frank DeMarco,\N,\N,"special_effects,actor","tt0088247,tt0085862,tt0080421,tt0060415",4
nm0002152,Jörg Widmer,\N,\N,"camera_department,cinematographer,actor","tt0993842,tt0963794,tt0478304,tt0434409",4
nm0002169,Tori Amos,1963,\N,"soundtrack,actress,composer","tt0117998,tt0114857,tt0304415,tt0116225",4
nm0002210,Frank DeCaro,1962,\N,"actor,writer,miscellaneous","tt0283427,tt8900306,tt0296065,tt0289785",4
nm0002222,Christopher Bradley,1961,\N,"actor,director,writer","tt0119508,tt0087472,tt4287236,tt0096426",4
nm0002230,Carlos Gallardo,\N,\N,"producer,actor,writer","tt0112851,tt1077258,tt0104815,tt0285823",4
nm0002244,Patrick Robert Smith,1964,\N,"actor,stunts","tt0110442,tt3475734,tt0106079,tt1196946",4
nm0002245,Tzi Ma,\N,\N,"actor,producer","tt2543164,tt4566758,tt8902948,tt8637428",4
nm0002246,Harry Van Gorkum,\N,\N,"actor,miscellaneous,writer","tt0313911,tt0838232,tt1538403,tt0314353",4
nm0002247,Alan Natale,\N,\N,"actor,camera_department,casting_director","tt0292887,tt0118590,tt6420834,tt0209047",4
nm0002253,John Carroll Lynch,1963,\N,"actor,soundtrack,director","tt0443706,tt0348836,tt4276820,tt0116282",4
nm0002255,Sergei Kozlov,1964,\N,"cinematographer,actor,camera_department","tt0130414,tt0107309,tt0106710,tt0110355",4
nm0002262,J.P. Manoux,1969,\N,"actor,director,writer","tt0108757,tt0356150,tt0340281,tt1759761",4
nm0002264,Glenn Gaines,\N,\N,"sound_department,actor,music_department","tt0245891,tt0131502,tt0207377,tt1353056",4
nm0002266,Jak Osmond,1966,\N,"special_effects,assistant_director,actor","tt0450314,tt1772240,tt4680182,tt0253556",4
nm0002268,Gary Vermeir,\N,\N,"writer,actor","tt1596563,tt0446636,tt0115243,tt0808080",4
nm0002275,Mark Parry,\N,\N,"cinematographer,camera_department,actor","tt0104438,tt0109770,tt2159538,tt0104922",4
nm0002287,Gary Kauffman,\N,\N,"miscellaneous,producer,actor","tt0353324,tt0337728,tt0978759,tt0116985",4
nm0002290,Loren Avedon,1962,\N,"actor,stunts,producer","tt0102217,tt0114447,tt0118944,tt0309452",4
nm0002322,Richard Burns,\N,\N,"actor,producer","tt0891527,tt0096134,tt0442933,tt0975645",4
nm0002341,Richard T. Whelan,\N,\N,actor,"tt0314822,tt0153012,tt0398839,tt0371282",4
nm0002343,Adrian G. Griffiths,1964,\N,"actor,stunts,director","tt0822854,tt0458525,tt0118480,tt3385516",4
nm0002356,Gregory Avellone,\N,\N,"actor,director,miscellaneous","tt0114898,tt0103855,tt0093640,tt0119925",4
nm0002357,JD Roberto,1969,\N,"actor,stunts,producer","tt0120746,tt1872181,tt0990407,tt0948470",4
nm0002364,Dante Basco,1975,\N,"actor,producer,writer","tt0102057,tt0179116,tt0446046,tt2139965",4
nm0002365,Dionysio Basco,1977,\N,"actor,director,producer","tt0285728,tt4065382,tt3120560,tt0299055",4
nm0002385,Linda Moran,\N,\N,"producer,actress,miscellaneous","tt0242587,tt0407265,tt0808279,tt8110640",4
nm0002391,Dwayne Adway,1969,\N,"actor,producer,writer","tt0378109,tt0140829,tt0361620,tt1247657",4
nm0002403,Todd Baker,\N,\N,"producer,actor,miscellaneous","tt0119655,tt0214490,tt0411040,tt0496200",4
nm0002406,Harry Jay Knowles,1971,\N,"actor,producer,writer","tt1707821,tt0133751,tt7171224,tt0306846",4
nm0002410,Jerome Borenstein,1967,\N,"assistant_director,actor,miscellaneous","tt4532826,tt0298814,tt0408306,tt0293564",4
nm0002429,Lloyd A. Silverman,\N,\N,"producer,writer,actor","tt2002631,tt0207745,tt0120834,tt0143874",4
nm0002431,Nicholas Tabarrok,\N,\N,"producer,writer,actor","tt1303828,tt0814131,tt1799834,tt4470266",4
nm0002434,Cam Cronin,1972,\N,actor,"tt0309593,tt0385961,tt0106179,tt0118480",4
nm0002436,Shannon Elizabeth,1973,\N,"actress,producer,director","tt0245674,tt0252866,tt0163651,tt0261392",4
nm0002437,Michael Kevin Walker,\N,\N,"actor,writer,producer","tt0195582,tt0117894,tt1156394,tt0410626",4
nm0002438,Burnie Burns,1973,\N,"producer,actor,writer","tt0401747,tt5707408,tt3864024,tt3066242",4
nm0002439,Guy Camara,1964,\N,"producer,actor,writer","tt2328797,tt0119361,tt1059897,tt2338283",4
nm0002442,Fredrik Klasson,\N,\N,"director,actor,cinematographer","tt0135042,tt0157584,tt0140295,tt0145830",4
nm0002449,Martin Veselich,\N,\N,"assistant_director,actor,producer","tt0133752,tt0329539,tt0228953,tt0272652",4
nm0002465,Tyler Tharpe,1968,\N,"director,writer,actor","tt3323838,tt0103783,tt0889218,tt0151305",4
nm0002468,Knox White,1963,\N,"sound_department,actor,miscellaneous","tt0096754,tt0119654,tt1815862,tt0272338",4
nm0002474,Charley Scalies,\N,\N,actor,"tt0306414,tt0112712,tt0114746,tt0165859",4
nm0002477,Todd Toon,1964,\N,"sound_department,actor","tt0187078,tt9243946,tt1663202,tt5116302",4
nm0002478,Ernst Gossner,\N,\N,"director,writer,actor","tt2014295,tt4474270,tt0208969,tt0478273",4
nm0002484,David Glanzer,\N,\N,"casting_director,casting_department,actor","tt1047445,tt0103268,tt0372283,tt1470846",4
nm0002485,William Preston Robertson,\N,\N,"actor,miscellaneous,writer","tt0118715,tt0092991,tt0116282,tt0101410",4
nm0002492,John Bowker,\N,\N,"actor,writer,director","tt0208921,tt0220451,tt1199558,tt0375160",4
nm0002498,Matthew L. Weiss,\N,\N,"editor,actor,cinematographer","tt0428649,tt4840804,tt9601220,tt11394186",4
nm0002500,Tom McArdle,\N,\N,"editor,editorial_department,actor","tt0857191,tt1895587,tt5301662,tt1606392",4
nm0002502,Yvann Thibaudeau,1973,\N,"editor,actor,editorial_department","tt1048147,tt8264546,tt1656177,tt1486834",4
nm0002514,Michael Marino,\N,\N,"make_up_department,actor,miscellaneous","tt0947798,tt8695030,tt1302006,tt0480249",4
nm0002518,Ryan Koch,1981,\N,"actor,writer,producer","tt1482403,tt0113100,tt0209779,tt10551078",4
nm0002520,Jeff Mazzola,\N,\N,"art_department,producer,actor","tt0094737,tt0118954,tt2937898,tt1656190",4
nm0002525,Kevin Marcy,\N,\N,"miscellaneous,producer,actor","tt0095705,tt0106598,tt0306047,tt0092925",4
nm0002530,Kelly Wagner,1972,\N,"casting_director,producer,actress","tt0805570,tt0343818,tt1187064,tt0411951",4
nm0002536,Emmy Rossum,1986,\N,"actress,soundtrack,composer","tt0327056,tt1586680,tt0319262,tt0293508",4
nm0002540,John Jabaley,1969,\N,"actor,location_management,production_manager","tt1235522,tt0360009,tt3315342,tt0758758",4
nm0002546,Mena Suvari,1979,\N,"actress,soundtrack,producer","tt0385700,tt0217630,tt0169547,tt0163651",4
nm0002555,Konstantin Seitz,\N,\N,"producer,miscellaneous,actor","tt5916734,tt2085752,tt0806910,tt2381249",4
nm0002556,Billy Maddox,1961,\N,actor,"tt0303017,tt0112173,tt0272036,tt0119996",4
nm0002565,Laine Megaw,\N,\N,actress,"tt0388154,tt0127516,tt0122738,tt0986233",4
nm0002570,Melissa Reneé Martin,1979,\N,actress,"tt0100419,tt0412253,tt0098790,tt0265787",4
nm0002577,Dave Halls,\N,\N,"assistant_director,actor,director","tt0234215,tt5657856,tt0395972,tt0116282",4
nm0002586,Chitra F. Mojtabai,1961,\N,"assistant_director,miscellaneous,actress","tt0120746,tt0120461,tt0120768,tt0106697",4
nm0002593,Rick Johnson,1961,\N,"actor,director,stunts","tt0116695,tt0146838,tt0213205,tt0404203",4
nm0002594,Dylan Taylor,\N,\N,actor,"tt0109783,tt3732206,tt0112104,tt4121264",4
nm0002596,Tony Rycyk,\N,\N,"art_department,actor","tt0172495,tt0191996,tt0192126,tt0280788",4
nm0002604,Robert Blanche,1962,2020,"actor,writer,producer","tt5891062,tt0203019,tt0469641,tt0259153",4
nm0002606,David Price,1961,\N,"director,actor,producer","tt0106557,tt0112895,tt0107387,tt0083929",4
nm0002607,Nico Lypitkas,1974,\N,"director,actor,assistant_director","tt0396958,tt0211474,tt0284433,tt0205469",4
nm0002633,Ken Rush,1968,\N,actor,"tt0162065,tt0254617,tt0179344,tt0188830",4
nm0002635,Maurizio Argentieri,1964,\N,"sound_department,actor","tt0892318,tt0399201,tt1608290,tt0237539",4
nm0002636,Heidi Grotsky,1969,\N,"make_up_department,actress","tt0112906,tt0112867,tt0124901,tt0116367",4
nm0002637,Steven Warren Hill,1966,\N,"actor,writer,camera_department","tt1733304,tt0156946,tt0808519,tt0164145",4
nm0002642,Warwick Young,1973,\N,"actor,writer,producer","tt0348150,tt3469750,tt2973554,tt1418646",4
nm0002649,Yûki Masuda,1973,\N,"actress,animation_department,miscellaneous","tt0417104,tt0290223,tt0396659,tt0397192",4
nm0002656,Benedikt Brydern,\N,\N,"composer,music_department,actor","tt1082599,tt5180504,tt0137494,tt2078718",4
nm0002659,Les Weldon,\N,\N,"producer,writer,actor","tt1320253,tt6189022,tt1206885,tt1959563",4
nm0002667,George Buck,\N,\N,actor,"tt0092563,tt0086969,tt0098282,tt0094812",4
nm0002670,Trevor Black,\N,\N,"actor,producer","tt7909970,tt3725034,tt0452046,tt0118178",4
nm0002677,Nathalie Alonso Casale,1970,\N,"editor,director,actress","tt0161800,tt0416446,tt0234188,tt0210838",4
nm0002678,Lincoln Stalmaster,1966,\N,"miscellaneous,producer,actor","tt3584354,tt0094582,tt0474865,tt10955928",4
nm0002683,Christopher Kendra,1970,\N,actor,"tt0220360,tt0246890,tt0213763,tt0212815",4
nm0002690,Danica DeCosto,1976,\N,"actress,director,producer","tt0375962,tt0201050,tt0306998,tt0313708",4
nm0002694,Leland L. Jones,1963,\N,actor,"tt1276434,tt4463894,tt0163676,tt0249478",4
nm0002697,Mark Giambruno,\N,\N,"actor,writer,art_director","tt0356878,tt0157501,tt0157493,tt0770762",4
nm0002725,Eric Yellin,\N,\N,"assistant_director,miscellaneous,actor","tt12611178,tt0489099,tt0411951,tt0356618",4
nm0002740,Ben Eberhard,1975,\N,"actor,producer","tt0112111,tt0411037,tt0207826,tt0115317",4
nm0002756,Cal Johnson,\N,\N,"stunts,actor,assistant_director","tt1025100,tt5095030,tt4073790,tt3890160",4
nm0002767,Larry Lalonde,\N,\N,"music_department,soundtrack,actor","tt1007028,tt1701990,tt0101452,tt0121955",4
nm0002773,Norma Maldonado,1962,\N,actress,"tt0903747,tt2262532,tt3566726,tt6470478",4
nm0002786,Mia Korf,\N,\N,actress,"tt0112022,tt0892535,tt0062595,tt0368479",4
nm0002790,Mark Hager,\N,\N,"miscellaneous,actor,producer","tt0119174,tt0286716,tt0234215,tt0330793",4
nm0002791,Craig Dabrowski,1974,\N,"editorial_department,producer,actor","tt0393567,tt0283177,tt0155197,tt1362264",4
nm0002800,Scott Levy,1971,\N,"actor,producer,sound_department","tt0401462,tt1323595,tt0120338,tt0119567",4
nm0002801,Ashley Edner,1990,\N,"actress,miscellaneous","tt0299591,tt0315983,tt2660888,tt0411007",4
nm0002802,Nicolas Lartigue,\N,\N,"camera_department,actor,writer","tt0492498,tt0473753,tt0344854,tt0118685",4
nm0002810,Bobby Edner,1988,\N,"actor,miscellaneous,soundtrack","tt0313911,tt0227538,tt0104652,tt0338459",4
nm0002811,Jeremy Knaster,\N,\N,"camera_department,actor,art_department","tt0133952,tt0115956,tt0368008,tt0316654",4
nm0002831,John 'J.T.' Tully,1967,\N,"actor,camera_department,miscellaneous","tt0445922,tt0319960,tt0119352,tt0118073",4
nm0002833,David Webb,\N,\N,"assistant_director,producer,actor","tt2361317,tt7286456,tt0491175,tt1024648",4
nm0002837,Stefan Brönneke,1964,\N,"director,actor,writer","tt0463847,tt0213782,tt0819958,tt0489298",4
nm0002838,Jaro Dick,\N,\N,"set_decorator,art_department,actor","tt1898069,tt3007572,tt0119217,tt2243973",4
nm0002840,Reuben Gonzalez,\N,\N,"writer,actor,miscellaneous","tt1935277,tt0199744,tt0128414,tt0363269",4
nm0002850,Rick Giovinazzo,\N,\N,"music_department,composer,actor","tt1440129,tt3778644,tt1877832,tt0418279",4
nm0002853,Chris Petts,\N,\N,"visual_effects,actor","tt4154796,tt0149261,tt0120738,tt3480822",4
nm0002855,Neil Delama,\N,\N,"actor,stunts","tt0218126,tt1593774,tt0139151,tt0306699",4
nm0002871,Beatrice Ring,1965,\N,"actress,director,writer","tt11546920,tt0099430,tt6121532,tt0215798",4
nm0002872,Kelsa Kinsly,\N,\N,"actress,miscellaneous,stunts","tt2852726,tt1369571,tt0896897,tt0165319",4
nm0002874,Jennifer Giles,\N,\N,"producer,production_manager,actress","tt0208204,tt0429318,tt0216236,tt0176118",4
nm0002876,Cathie Filian,\N,\N,"producer,actress,writer","tt0117665,tt0259711,tt0117998,tt0119925",4
nm0002877,José Retra,\N,\N,"composer,actress,music_department","tt0340214,tt0140789,tt0288916,tt0126906",4
nm0002878,Ric Sarabia,\N,\N,actor,"tt3986820,tt7668870,tt0824747,tt2361317",4
nm0002888,Stephen Blackehart,1967,\N,"actor,miscellaneous,producer","tt3896198,tt1512235,tt2015381,tt6334354",4
nm0002902,Andy Thompson,\N,\N,"actor,producer,writer","tt7608248,tt7826376,tt3691740,tt5511512",4
nm0002905,Michael Hertlein,\N,\N,"sound_department,actor","tt0258463,tt1856101,tt0397535,tt1070874",4
nm0002907,Alexander Skarsgård,1976,\N,"actor,producer,writer","tt0918940,tt7598448,tt3920596,tt0844441",4
nm0002909,Rachela Williams,1967,2001,"actress,writer,producer","tt0271649,tt0196768,tt0197104,tt0216926",4
nm0002913,Chris Jaymes,1973,\N,"actor,producer,director","tt3293548,tt0411008,tt0216997,tt0251744",4
nm0002919,Zachary Gamburg,1975,\N,"miscellaneous,director,actor","tt0765725,tt1058042,tt0171580,tt0204076",4
nm0002929,Mitch Levine,\N,\N,"director,actor,writer","tt12636394,tt7477946,tt8224738,tt0201919",4
nm0002930,Julie St. Claire,1970,\N,"actress,director,producer","tt0166247,tt0091954,tt0134269,tt0112451",4
nm0002936,Kristina Anapau,1979,\N,"actress,producer,writer","tt0844441,tt0391891,tt1830617,tt0947798",4
nm0002939,Mustafa Presheva,1961,\N,"editor,actor,editorial_department","tt6316138,tt0384116,tt7832124,tt0410369",4
nm0002942,Verton R. Banks,1977,\N,"actor,producer","tt0108757,tt7235466,tt2342652,tt7661046",4
nm0002944,Michael Boisvert,1973,\N,actor,"tt0439410,tt0463948,tt1091909,tt5171438",4
nm0002946,Jeff Kushner,1965,\N,"sound_department,editor,actor","tt0132347,tt0313911,tt0159273,tt0257756",4
nm0002950,Robert J. Burke Jr.,\N,\N,"actor,writer","tt2249786,tt0350811,tt0217711,tt2842662",4
nm0002951,Alyce Wittenstein,\N,\N,"director,writer,actress","tt0090715,tt0109590,tt0097992,tt0113868",4
nm0002964,John Covert,\N,\N,"producer,actor,director","tt0217143,tt0249402,tt0177350,tt0298551",4
nm0002970,Ray Melendez,1976,\N,"miscellaneous,camera_department,actor","tt1709165,tt0248760,tt0295498,tt0212346",4
nm0002973,Lev L. Spiro,\N,\N,"director,sound_department,actor","tt1369845,tt2372162,tt14825736,tt1442437",4
nm0002976,Kevin Mukherji,1962,\N,"actor,producer,director","tt0362227,tt2427150,tt0117202,tt4370596",4
nm0002977,J. Keith van Straaten,1971,\N,"producer,writer,actor","tt6966758,tt0264235,tt0836827,tt11857726",4
nm0002978,Florian Gärtner,1968,\N,"director,writer,actor","tt0366767,tt1087833,tt0806910,tt0166581",4
nm0002985,Mari Weiss,\N,\N,"actress,miscellaneous","tt0321777,tt0366548,tt0804503,tt3205802",4
nm0002990,Dianah Wynter,1969,\N,"director,miscellaneous,actress","tt0248655,tt0208228,tt0200353,tt1267434",4
nm0002998,Kenneth Hughes,\N,\N,"actor,producer,director","tt1745959,tt5634962,tt0399201,tt1773389",4
nm0003001,Shelly Lyons,\N,\N,"actress,director,writer","tt0123615,tt0218058,tt3923098,tt5627626",4
nm0003003,Ron Gilbert,\N,\N,"actor,producer,casting_department","tt0114814,tt0805669,tt1814790,tt4125630",4
nm0003006,Anita Finlay,\N,\N,actress,"tt0109986,tt0402711,tt0218390,tt1219024",4
nm0003012,Michael Creighton Rogers,1963,\N,"music_department,producer,actor","tt0892082,tt0438486,tt1856107,tt4994716",4
nm0003013,Jay Nierenberg,1966,\N,"sound_department,actor,editorial_department","tt0105690,tt0106977,tt0109444,tt0232500",4
nm0003026,Steven Griffith,\N,\N,actor,"tt0407095,tt0109830,tt0107889,tt0094484",4
nm0003028,Rodrigo Botero,\N,\N,"actor,writer,producer","tt0112466,tt0139669,tt0113041,tt0112112",4
nm0003037,Egidio Tari,1968,\N,actor,"tt3148266,tt0233052,tt0963194,tt1694893",4
nm0003044,Michael Jordan,1963,\N,"actor,producer,soundtrack","tt11963714,tt0117705,tt0317313,tt0124718",4
nm0003046,Andrew Parke,\N,\N,"camera_department,cinematographer,actor","tt0116629,tt0826756,tt0120685,tt0267804",4
nm0003051,Richard E. Doherty,1965,\N,"director,actor,sound_department","tt6641598,tt0187747,tt0219191,tt0331577",4
nm0003054,Ben Howard,\N,\N,"assistant_director,miscellaneous,actor","tt12361974,tt8847712,tt2278388,tt1454468",4
nm0003055,Sherard Jayasuriya,1966,\N,"assistant_director,art_department,actor","tt11559608,tt0114846,tt0112495,tt0120804",4
nm0003059,Joe Zimmerman,1963,\N,"miscellaneous,actor,stunts","tt0211323,tt0109254,tt0800038,tt0107290",4
nm0003066,Gregg Vance,\N,\N,"actor,producer,director","tt1260911,tt5363178,tt0112112,tt5866856",4
nm0003067,Sebastian Roché,1964,\N,"actor,writer","tt0365907,tt1740299,tt8106534,tt3655448",4
nm0003069,James DuMont,1965,\N,"actor,producer","tt1860357,tt0369610,tt0111257,tt0257076",4
nm0003071,John Michael Weatherly,1980,\N,actor,"tt2647544,tt0968264,tt4781612,tt0210945",4
nm0003078,Roger Cross,1969,\N,actor,"tt1954347,tt8593252,tt4159076,tt0951216",4
nm0003082,Bailey Chase,1972,\N,actor,"tt2975590,tt1836037,tt5345490,tt0830900",4
nm0003086,Kristen Couchot,\N,\N,"costume_designer,costume_department,actress","tt0203536,tt0180093,tt0164807,tt0219756",4
nm0003102,Job ter Burg,1972,\N,"editor,editorial_department,actor","tt1833116,tt3716530,tt1895315,tt0389557",4
nm0003103,Nicolas Debot,1973,\N,"director,actor,producer","tt5721636,tt3708326,tt15290430,tt5865370",4
nm0003105,Richard Gironi,1976,\N,"assistant_director,miscellaneous,actor","tt0221928,tt0190374,tt0283027,tt0134033",4
nm0003114,Emmy Smith,\N,\N,"actress,producer","tt0401448,tt0272950,tt0332286,tt0113097",4
nm0003115,Christine Lakin,1979,\N,"actress,miscellaneous,director","tt0182576,tt6546758,tt0101205,tt2712740",4
nm0003121,David Quinn,\N,\N,"producer,actor","tt0190169,tt0261024,tt1159721,tt0091472",4
nm0003125,Katrina Elder,1972,\N,"miscellaneous,script_department,actress","tt7653254,tt1745960,tt9783600,tt10838180",4
nm0003129,John J. Condne III,\N,\N,"producer,actor,editorial_department","tt0270349,tt1577103,tt1285260,tt1377603",4
nm0003135,Victoria Barkoff,\N,\N,actress,"tt0190884,tt0425210,tt0120500,tt0120613",4
nm0003140,David Klein,1972,\N,"cinematographer,camera_department,actor","tt0873886,tt1385867,tt0118842,tt0109445",4
nm0003143,Laura Rosow,\N,\N,"editor,editorial_department,actress","tt0102453,tt0292824,tt0115270,tt0383572",4
nm0003149,Scott Andrew Hutchins,1976,\N,"director,actor,writer","tt0166600,tt0365591,tt0145421,tt0194829",4
nm0003153,Randy Moore,\N,\N,"art_director,art_department,actor","tt0421715,tt1046173,tt0848228,tt0094761",4
nm0003161,Sara Barrett,1973,\N,"actress,producer,soundtrack","tt0413573,tt0169299,tt0219477,tt0094574",4
nm0003167,Jace Alexander,1964,\N,"director,producer,actor","tt0095082,tt0112697,tt0092493,tt1132290",4
nm0003169,Jordan Foster,1964,\N,actor,"tt0112628,tt0123238,tt0204582,tt0057731",4
nm0003172,Arron Wayne Cull,\N,\N,actor,"tt0094511,tt0088580,tt1822469,tt0907831",4
nm0003182,Athena Massey,1967,\N,"actress,producer","tt0252338,tt0112762,tt0117218,tt0295203",4
nm0003185,Eric Kaye,1970,\N,"composer,music_department,actor","tt0150142,tt4405736,tt3743384,tt2065898",4
nm0003194,Bridgett Baron,\N,\N,"miscellaneous,actress,transportation_department","tt0091042,tt0324554,tt0120768,tt0493464",4
nm0003195,John Rogers,\N,\N,"production_manager,editor,actor","tt0119778,tt0058182,tt0117609,tt0118799",4
nm0003202,David G. Russell,1968,\N,"music_department,composer,actor","tt0413300,tt2381111,tt12708542,tt0458290",4
nm0003208,Alessandro Jacchia,\N,\N,"producer,writer,actor","tt1379579,tt1245689,tt1666143,tt0178132",4
nm0003210,C. Ernst Harth,1970,\N,"actor,producer,soundtrack","tt0379725,tt10752004,tt0245674,tt14394620",4
nm0003211,Joe Hackett,1969,\N,"actor,editorial_department,editor","tt0120324,tt0115674,tt0156146,tt5941692",4
nm0003214,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt0121766,tt3748528,tt1650062,tt2527336",4
nm0003222,Cheryl Anderson,\N,\N,"actress,miscellaneous","tt0086730,tt0087429,tt0098536,tt0814335",4
nm0003227,Vicente Sempere,\N,\N,"production_manager,producer,actor","tt0038725,tt0065570,tt0059698,tt0055720",4
nm0003231,Larry Bock,\N,\N,"editor,editorial_department,actor","tt0204946,tt0096928,tt0090887,tt0089880",4
nm0003232,Michael S. Bolton,\N,\N,"production_designer,art_director,actor","tt0239948,tt0449089,tt0375210,tt0165929",4
nm0003244,Jordi Mollà,1968,\N,"actor,writer,director","tt0172156,tt0221027,tt1411250,tt3014866",4
nm0003245,Sterling Wolfe,1964,2019,actor,"tt0824747,tt0138089,tt0163246,tt0287659",4
nm0003246,Lisa Cangelosi,1968,\N,actress,"tt0126943,tt0109694,tt0114419,tt0219075",4
nm0003250,Michael Bard Bayer,1965,\N,"actor,assistant_director,producer","tt0117484,tt0110006,tt0080391,tt0169619",4
nm0003253,Alexandra Hoesdorff,1967,\N,"producer,production_manager,actress","tt0207161,tt2387692,tt7284066,tt7279868",4
nm0003254,Neil Lundell,\N,\N,"production_manager,producer,actor","tt0115289,tt1225901,tt0412253,tt0133302",4
nm0003261,Johnny Kim,1968,\N,"actor,miscellaneous,producer","tt0222790,tt0133152,tt0116629,tt0114069",4
nm0003269,Buck Deachman,1962,\N,"assistant_director,actor","tt0145681,tt0945513,tt0298814,tt0120802",4
nm0003286,Taylor St. Clair,1969,\N,actress,"tt0310351,tt0309583,tt0341350,tt0412930",4
nm0003289,John Putch,1961,\N,"director,actor,producer","tt0470864,tt0085750,tt5047788,tt0300968",4
nm0003296,C. Andrew Nelson,1962,\N,"visual_effects,actor,animation_department","tt0163025,tt0489099,tt0177971,tt0120915",4
nm0003298,Scott Rosenberg,1963,\N,"producer,writer,actor","tt0118880,tt0187078,tt0115639,tt7975244",4
nm0003311,Beau Borders,\N,\N,"sound_department,actor,camera_department","tt0120338,tt5108870,tt0167260,tt1091191",4
nm0003320,Michael Albala,\N,\N,actor,"tt5555260,tt2211129,tt2467372,tt1499658",4
nm0003321,Scott Mitchell Rosenberg,\N,\N,"producer,writer,actor","tt1013860,tt0409847,tt0119654,tt0290966",4
nm0003341,Joshua J. Masters,1973,\N,"actor,assistant_director,location_management","tt0154908,tt0154901,tt0270197,tt0299075",4
nm0003345,Nicolas Mize,\N,\N,actor,"tt0118437,tt0212671,tt0103786,tt0112112",4
nm0003353,Marni Lustig,1972,\N,actress,"tt1148205,tt0168449,tt2727600,tt0263265",4
nm0003368,David Clayton Miller,\N,\N,"miscellaneous,actor,producer","tt0103939,tt0092494,tt0156460,tt0124901",4
nm0003379,John P. Fleenor,\N,\N,"camera_department,cinematographer,actor","tt0343660,tt0257076,tt1727776,tt0317919",4
nm0003383,John Serpe,1971,\N,"writer,director,actor","tt0229400,tt0427449,tt9629470,tt4910718",4
nm0003387,Deb Fink,\N,\N,"actress,miscellaneous","tt2390361,tt2380307,tt0115285,tt2277860",4
nm0003388,Brian Pearson,1967,\N,"cinematographer,camera_department,actor","tt2106361,tt7949218,tt0480249,tt4106376",4
nm0003393,Larissa LaRenne,\N,\N,actress,"tt10618286,tt0108757,tt0147757,tt0429455",4
nm0003405,Nathan Anderson,1969,\N,"actor,editor,sound_department","tt8861802,tt0448180,tt0804503,tt0379060",4
nm0003412,Declan Recks,\N,\N,"director,producer,actor","tt5671316,tt4637240,tt0477939,tt1020950",4
nm0003416,Denis Behnke,1972,\N,"visual_effects,actor,special_effects","tt1139328,tt5723272,tt2101473,tt6506264",4
nm0003426,Joseph Baldwin,1970,\N,"actor,writer,producer","tt0229734,tt0139388,tt0423030,tt0190174",4
nm0003434,Susan A. Cabral,\N,\N,"make_up_department,actress","tt0177971,tt0117918,tt0114069,tt0120789",4
nm0003439,John M. Woodward,\N,\N,"transportation_department,stunts,actor","tt0110478,tt0118883,tt0080360,tt0300556",4
nm0003450,Gianni Fantoni,1967,\N,actor,"tt0446239,tt0417930,tt0175575,tt10868600",4
nm0003453,Rick Millikan,\N,\N,"casting_director,casting_department,actor","tt0460627,tt1839683,tt0106179,tt0313043",4
nm0003457,John Henry Canavan,1969,\N,actor,"tt0804503,tt0210628,tt0413573,tt5028002",4
nm0003473,Alexander Jovy,1971,\N,"director,producer,actor","tt1777552,tt1583948,tt0221563,tt0188667",4
nm0003482,Nash Edgerton,1973,\N,"stunts,actor,director","tt7472896,tt1029161,tt1085507,tt3721964",4
nm0003494,Doug Olear,1972,\N,"actor,producer,director","tt0098844,tt1196946,tt0386792,tt0306414",4
nm0003504,Alka Yagnik,1966,\N,"music_department,soundtrack,actress","tt0234000,tt3148502,tt0172684,tt0169102",4
nm0003505,Laini Thompson,\N,\N,"make_up_department,actress,producer","tt0119731,tt0119654,tt0112442,tt0106697",4
nm0003509,Daniela Akerblom,1975,\N,"actress,miscellaneous,assistant_director","tt6097798,tt0118664,tt0105173,tt0101092",4
nm0003532,Douglas Law,\N,\N,"assistant_director,director,actor","tt0381361,tt0160644,tt0103442,tt0787255",4
nm0003538,Raffaele Verzillo,1969,\N,"assistant_director,director,actor","tt2401561,tt1179758,tt0959121,tt4543898",4
nm0003562,Stephen Tibbo,1968,\N,"sound_department,producer,actor","tt1442437,tt0116126,tt0490086,tt0373469",4
nm0003567,Martin Carr,\N,\N,"producer,actor,production_manager","tt3922704,tt1833885,tt0234321,tt0856778",4
nm0003578,Ray Nicholas Hosack,\N,\N,"actor,producer,writer","tt1326272,tt0230540,tt0212991,tt1318527",4
nm0003595,Corey Klemow,1970,\N,"actor,casting_department,miscellaneous","tt0217477,tt1954612,tt0162065,tt0203940",4
nm0003596,Barry Papick,\N,\N,"actor,miscellaneous,director","tt0258153,tt0119951,tt0181536,tt1231287",4
nm0003609,Troy Bishop,1972,\N,actor,"tt0086425,tt0426905,tt0065272,tt0117571",4
nm0003612,Michael Man-Kin Chow,\N,\N,"actor,producer,director","tt0095403,tt0303970,tt0282667,tt0117100",4
nm0003620,Kevin Smith,1970,\N,"producer,actor,writer","tt0109445,tt0424345,tt0120655,tt0118842",4
nm0003623,Scott Ford,\N,\N,actor,"tt0210742,tt0160652,tt0375176,tt1481573",4
nm0003626,Charlie Condou,1973,\N,"actor,producer","tt0086791,tt0280770,tt0486583,tt0426654",4
nm0003630,Ryan Glorioso,1973,\N,"casting_department,casting_director,actor","tt1837492,tt4947608,tt1790886,tt5016504",4
